"平台","路径","中文名称","ROM格式"
"00-GB","/roms/00-GB/1.gb","G&W集锦1","gb"
"00-GB","/roms/00-GB/2.gb","G&W集锦2","gb"
"00-GB","/roms/00-GB/3.gb","NBA JAM杯赛版","gb"
"00-GB","/roms/00-GB/4.gb","SD高达外传 拉古罗亚群英传","gb"
"00-GB","/roms/00-GB/5.gb","SD鲁邦三世 破坏金库大作战","gb"
"00-GB","/roms/00-GB/6.gb","V-拉力赛车","gb"
"00-GB","/roms/00-GB/7.gb","艾斯帕克斯的奇迹冒险","gb"
"00-GB","/roms/00-GB/8.gb","超级马里奥1","gb"
"00-GB","/roms/00-GB/9.gb","超级马里奥4","gb"
"00-GB","/roms/00-GB/10.gb","超级马里奥医生","gb"
"00-GB","/roms/00-GB/11.gb","超级中国人","gb"
"00-GB","/roms/00-GB/12.gb","创世纪外传神秘的美德2","gb"
"00-GB","/roms/00-GB/13.gb","大金刚","gb"
"00-GB","/roms/00-GB/14.gb","大金刚国度","gb"
"00-GB","/roms/00-GB/15.gb","大力工头机器人帝国的野心","gb"
"00-GB","/roms/00-GB/16.gb","大力工头幽灵建筑公司","gb"
"00-GB","/roms/00-GB/17.gb","导弹指挥官","gb"
"00-GB","/roms/00-GB/18.gb","地球解放军","gb"
"00-GB","/roms/00-GB/19.gb","第1次超级机器人大战","gb"
"00-GB","/roms/00-GB/20.gb","第2次超级机器人大战","gb"
"00-GB","/roms/00-GB/21.gb","俄罗斯方块","gb"
"00-GB","/roms/00-GB/22.gb","恶魔城1","gb"
"00-GB","/roms/00-GB/23.gb","恶魔城2","gb"
"00-GB","/roms/00-GB/24.gb","恶魔城3","gb"
"00-GB","/roms/00-GB/25.gb","恶魔城外传 王子传奇","gb"
"00-GB","/roms/00-GB/26.gb","菲利克斯猫","gb"
"00-GB","/roms/00-GB/27.gb","疯狂越野摩托车","gb"
"00-GB","/roms/00-GB/28.gb","复仇幽灵","gb"
"00-GB","/roms/00-GB/29.gb","钢刀曲棍球","gb"
"00-GB","/roms/00-GB/30.gb","光之神话","gb"
"00-GB","/roms/00-GB/31.gb","魂斗罗1","gb"
"00-GB","/roms/00-GB/32.gb","魂斗罗2","gb"
"00-GB","/roms/00-GB/33.gb","机械战警1","gb"
"00-GB","/roms/00-GB/34.gb","机械战警2","gb"
"00-GB","/roms/00-GB/35.gb","机械战警对终结者","gb"
"00-GB","/roms/00-GB/36.gb","街头霸王2","gb"
"00-GB","/roms/00-GB/37.gb","街头赛车","gb"
"00-GB","/roms/00-GB/38.gb","解谜小子","gb"
"00-GB","/roms/00-GB/39.gb","口袋妖怪 红","gb"
"00-GB","/roms/00-GB/40.gb","口袋妖怪 蓝","gb"
"00-GB","/roms/00-GB/41.gb","口袋妖怪 绿","gb"
"00-GB","/roms/00-GB/42.gb","口袋妖怪 皮卡丘","gb"
"00-GB","/roms/00-GB/43.gb","狂热鼹鼠","gb"
"00-GB","/roms/00-GB/44.gb","矿王","gb"
"00-GB","/roms/00-GB/45.gb","蜡笔小新1 我和小白是朋友","gb"
"00-GB","/roms/00-GB/46.gb","蜡笔小新2 我和调皮鬼捉迷藏","gb"
"00-GB","/roms/00-GB/47.gb","蜡笔小新3 我的健康运动","gb"
"00-GB","/roms/00-GB/48.gb","蜡笔小新4 恶作剧大变身","gb"
"00-GB","/roms/00-GB/49.gb","两次运球","gb"
"00-GB","/roms/00-GB/50.gb","龙之尾","gb"
"00-GB","/roms/00-GB/51.gb","龙珠Z 悟空飞翔传","gb"
"00-GB","/roms/00-GB/52.gb","洛克人1","gb"
"00-GB","/roms/00-GB/53.gb","洛克人2","gb"
"00-GB","/roms/00-GB/54.gb","洛克人3","gb"
"00-GB","/roms/00-GB/55.gb","洛克人4","gb"
"00-GB","/roms/00-GB/56.gb","洛克人5","gb"
"00-GB","/roms/00-GB/57.gb","冒险岛1","gb"
"00-GB","/roms/00-GB/58.gb","冒险岛2","gb"
"00-GB","/roms/00-GB/59.gb","米老鼠之危险的追逐","gb"
"00-GB","/roms/00-GB/60.gb","魔界村外传","gb"
"00-GB","/roms/00-GB/61.gb","女神转生外传 最后的圣经2","gb"
"00-GB","/roms/00-GB/62.gb","奇天烈大百科","gb"
"00-GB","/roms/00-GB/63.gb","蚯蚓战士","gb"
"00-GB","/roms/00-GB/64.gb","燃纸大作战","gb"
"00-GB","/roms/00-GB/65.gb","热斗 斗神传","gb"
"00-GB","/roms/00-GB/66.gb","热斗 饿狼传说2","gb"
"00-GB","/roms/00-GB/67.gb","热斗 饿狼传说特别版","gb"
"00-GB","/roms/00-GB/68.gb","热斗 拳皇95","gb"
"00-GB","/roms/00-GB/69.gb","热斗 拳皇96","gb"
"00-GB","/roms/00-GB/70.gb","热斗 拳皇97","gb"
"00-GB","/roms/00-GB/71.gb","热斗 拳皇98","gb"
"00-GB","/roms/00-GB/72.gb","热斗 世界英雄2","gb"
"00-GB","/roms/00-GB/73.gb","热斗 侍魂","gb"
"00-GB","/roms/00-GB/74.gb","热斗 侍魂斩红郎无双剑","gb"
"00-GB","/roms/00-GB/75.gb","热血硬派 番外乱斗篇","gb"
"00-GB","/roms/00-GB/76.gb","忍者龙剑传","gb"
"00-GB","/roms/00-GB/77.gb","忍者神龟1 鬼脚族的陨落","gb"
"00-GB","/roms/00-GB/78.gb","忍者神龟2 下水道归来","gb"
"00-GB","/roms/00-GB/79.gb","忍者神龟3 紧急营救","gb"
"00-GB","/roms/00-GB/80.gb","忍者蛙1","gb"
"00-GB","/roms/00-GB/81.gb","忍者蛙2","gb"
"00-GB","/roms/00-GB/82.gb","忍者蛙和双截龙","gb"
"00-GB","/roms/00-GB/83.gb","三国志","gb"
"00-GB","/roms/00-GB/84.gb","神鸡艾烈佛","gb"
"00-GB","/roms/00-GB/85.gb","生化尖兵","gb"
"00-GB","/roms/00-GB/86.gb","圣剑传说","gb"
"00-GB","/roms/00-GB/87.gb","双截龙1","gb"
"00-GB","/roms/00-GB/88.gb","双截龙2","gb"
"00-GB","/roms/00-GB/89.gb","双截龙3","gb"
"00-GB","/roms/00-GB/90.gb","太空战斗机2","gb"
"00-GB","/roms/00-GB/91.gb","太空战士4","gb"
"00-GB","/roms/00-GB/92.gb","突击坦克 TRAX","gb"
"00-GB","/roms/00-GB/93.gb","吞食天地 三国英雄传","gb"
"00-GB","/roms/00-GB/94.gb","瓦里奥大战炸弹人","gb"
"00-GB","/roms/00-GB/95.gb","瓦力欧大陆1","gb"
"00-GB","/roms/00-GB/96.gb","巫术外传3","gb"
"00-GB","/roms/00-GB/97.gb","星之卡比1","gb"
"00-GB","/roms/00-GB/98.gb","星之卡比2","gb"
"00-GB","/roms/00-GB/99.gb","野球拳","gb"
"00-GB","/roms/00-GB/100.gb","异型战机1","gb"
"00-GB","/roms/00-GB/101.gb","异型战机2","gb"
"00-GB","/roms/00-GB/102.gb","宇宙巡航机1","gb"
"00-GB","/roms/00-GB/103.gb","宇宙巡航机2","gb"
"00-GB","/roms/00-GB/104.gb","元祖！快杰洋枪丸","gb"
"00-GB","/roms/00-GB/105.gb","原始人大进击","gb"
"00-GB","/roms/00-GB/106.gb","炸弹人","gb"
"00-GB","/roms/00-GB/107.gb","珍宝珠小子","gb"
"00-GB","/roms/00-GB/108.gb","终结者2","gb"
"00-GB","/roms/00-GB/109.gb","鬼神降临5 隐忍的继承者","gb"
"00-GB","/roms/00-GB/110.gb","风来西林 月影村的怪物","gb"
"01-GBC","/roms/01-GBC/1.gbc","3D口袋桌球","gbc"
"01-GBC","/roms/01-GBC/2.gbc","F1世界杯2","gbc"
"01-GBC","/roms/01-GBC/3.gbc","G&W集锦3","gbc"
"01-GBC","/roms/01-GBC/4.gbc","V拉力赛车99版","gbc"
"01-GBC","/roms/01-GBC/5.gbc","WWF狂热摔跤2000","gbc"
"01-GBC","/roms/01-GBC/6.gbc","奥运会","gbc"
"01-GBC","/roms/01-GBC/7.gbc","百战天虫","gbc"
"01-GBC","/roms/01-GBC/8.gbc","暴力摩托","gbc"
"01-GBC","/roms/01-GBC/9.gbc","爆走战记钢铁之友情","gbc"
"01-GBC","/roms/01-GBC/10.gbc","超惑星战记","gbc"
"01-GBC","/roms/01-GBC/11.gbc","超级机器人大战LB","gbc"
"01-GBC","/roms/01-GBC/12.gbc","超级马里奥1 色彩渲染版","gbc"
"01-GBC","/roms/01-GBC/13.gbc","超级马里奥2","gbc"
"01-GBC","/roms/01-GBC/14.gbc","超级马里奥Deluxe","gbc"
"01-GBC","/roms/01-GBC/15.gbc","超级马力欧网球","gbc"
"01-GBC","/roms/01-GBC/16.gbc","超级冒充者兄弟","gbc"
"01-GBC","/roms/01-GBC/17.gbc","达菲鸭致富记","gbc"
"01-GBC","/roms/01-GBC/18.gbc","大盗五右卫门 星空士登场","gbc"
"01-GBC","/roms/01-GBC/19.gbc","大力工头 阿源君 锤爆锤爆通通锤爆","gbc"
"01-GBC","/roms/01-GBC/20.gbc","刀锋战士","gbc"
"01-GBC","/roms/01-GBC/21.gbc","电梯大战EX","gbc"
"01-GBC","/roms/01-GBC/22.gbc","俄罗斯方块DX","gbc"
"01-GBC","/roms/01-GBC/23.gbc","恶魔城 月之轮回GBC版","gbc"
"01-GBC","/roms/01-GBC/24.gbc","翻转方块","gbc"
"01-GBC","/roms/01-GBC/25.gbc","飞龙之拳","gbc"
"01-GBC","/roms/01-GBC/26.gbc","飞龙之拳外传","gbc"
"01-GBC","/roms/01-GBC/27.gbc","风火轮","gbc"
"01-GBC","/roms/01-GBC/28.gbc","风来西林2 沙漠迷城","gbc"
"01-GBC","/roms/01-GBC/29.gbc","格兰蒂亚 平行的旅途","gbc"
"01-GBC","/roms/01-GBC/30.gbc","孤岛冒险者1","gbc"
"01-GBC","/roms/01-GBC/31.gbc","孤岛冒险者2","gbc"
"01-GBC","/roms/01-GBC/32.gbc","古墓丽影 噩梦之石","gbc"
"01-GBC","/roms/01-GBC/33.gbc","古墓丽影 剑之诅咒","gbc"
"01-GBC","/roms/01-GBC/34.gbc","怪物牧场探险家","gbc"
"01-GBC","/roms/01-GBC/35.gbc","硅谷太空站","gbc"
"01-GBC","/roms/01-GBC/36.gbc","鬼屋魔影","gbc"
"01-GBC","/roms/01-GBC/37.gbc","滚滚卡比","gbc"
"01-GBC","/roms/01-GBC/38.gbc","国际超级明星足球2000","gbc"
"01-GBC","/roms/01-GBC/39.gbc","海贼王 梦之路飞海贼团诞生","gbc"
"01-GBC","/roms/01-GBC/40.gbc","合金弹头","gbc"
"01-GBC","/roms/01-GBC/41.gbc","合金装备 幽灵通天塔","gbc"
"01-GBC","/roms/01-GBC/42.gbc","猴子拳击","gbc"
"01-GBC","/roms/01-GBC/43.gbc","幻想传说 换装迷宫","gbc"
"01-GBC","/roms/01-GBC/44.gbc","毁灭公爵","gbc"
"01-GBC","/roms/01-GBC/45.gbc","火焰之纹章外传 光与暗的轮回","gbc"
"01-GBC","/roms/01-GBC/46.gbc","极限运动","gbc"
"01-GBC","/roms/01-GBC/47.gbc","街头霸王ZERO","gbc"
"01-GBC","/roms/01-GBC/48.gbc","杰克龙1","gbc"
"01-GBC","/roms/01-GBC/49.gbc","杰克龙3","gbc"
"01-GBC","/roms/01-GBC/50.gbc","金田一少年事件簿10周年","gbc"
"01-GBC","/roms/01-GBC/51.gbc","金庸群侠传","gbc"
"01-GBC","/roms/01-GBC/52.gbc","劲舞革命GB1","gbc"
"01-GBC","/roms/01-GBC/53.gbc","劲舞革命GB2","gbc"
"01-GBC","/roms/01-GBC/54.gbc","劲舞革命GB3","gbc"
"01-GBC","/roms/01-GBC/55.gbc","空降区","gbc"
"01-GBC","/roms/01-GBC/56.gbc","恐龙猎人1","gbc"
"01-GBC","/roms/01-GBC/57.gbc","恐龙猎人2","gbc"
"01-GBC","/roms/01-GBC/58.gbc","恐龙猎人3","gbc"
"01-GBC","/roms/01-GBC/59.gbc","口袋赛车2","gbc"
"01-GBC","/roms/01-GBC/60.gbc","口袋上海","gbc"
"01-GBC","/roms/01-GBC/61.gbc","口袋妖怪 金","gbc"
"01-GBC","/roms/01-GBC/62.gbc","口袋妖怪 卡牌游戏2","gbc"
"01-GBC","/roms/01-GBC/63.gbc","口袋妖怪 水晶(内置金手指)二改","gbc"
"01-GBC","/roms/01-GBC/64.gbc","口袋妖怪 水晶(修改版)","gbc"
"01-GBC","/roms/01-GBC/65.gbc","口袋妖怪 水晶","gbc"
"01-GBC","/roms/01-GBC/66.gbc","口袋妖怪 银","gbc"
"01-GBC","/roms/01-GBC/67.gbc","口袋妖怪弹珠台","gbc"
"01-GBC","/roms/01-GBC/68.gbc","狂怒之翼","gbc"
"01-GBC","/roms/01-GBC/69.gbc","狂热节拍GB2 得手混音","gbc"
"01-GBC","/roms/01-GBC/70.gbc","蓝精灵的噩梦","gbc"
"01-GBC","/roms/01-GBC/71.gbc","乐高岛2","gbc"
"01-GBC","/roms/01-GBC/72.gbc","乐高赛车手","gbc"
"01-GBC","/roms/01-GBC/73.gbc","雷霆坦克","gbc"
"01-GBC","/roms/01-GBC/74.gbc","流行音乐GB 迪士尼专辑","gbc"
"01-GBC","/roms/01-GBC/75.gbc","罗宾汉","gbc"
"01-GBC","/roms/01-GBC/76.gbc","洛克人X1","gbc"
"01-GBC","/roms/01-GBC/77.gbc","洛克人X2","gbc"
"01-GBC","/roms/01-GBC/78.gbc","洛克人X3","gbc"
"01-GBC","/roms/01-GBC/79.gbc","洛克人X5","gbc"
"01-GBC","/roms/01-GBC/80.gbc","猫和老鼠 捕鼠猎人","gbc"
"01-GBC","/roms/01-GBC/81.gbc","猫和老鼠 杰瑞出击","gbc"
"01-GBC","/roms/01-GBC/82.gbc","美丽新世界","gbc"
"01-GBC","/roms/01-GBC/83.gbc","蒙特祖玛的归来","gbc"
"01-GBC","/roms/01-GBC/84.gbc","米老鼠的竞速冒险","gbc"
"01-GBC","/roms/01-GBC/85.gbc","米老鼠赛车","gbc"
"01-GBC","/roms/01-GBC/86.gbc","棉花小魔女","gbc"
"01-GBC","/roms/01-GBC/87.gbc","名侦探柯南 机关寺院杀人事件","gbc"
"01-GBC","/roms/01-GBC/88.gbc","魔法师梅林","gbc"
"01-GBC","/roms/01-GBC/89.gbc","魔界村","gbc"
"01-GBC","/roms/01-GBC/90.gbc","魔物之塔外传","gbc"
"01-GBC","/roms/01-GBC/91.gbc","牧场物语1","gbc"
"01-GBC","/roms/01-GBC/92.gbc","牧场物语2","gbc"
"01-GBC","/roms/01-GBC/93.gbc","牧场物语3","gbc"
"01-GBC","/roms/01-GBC/94.gbc","能量冲激","gbc"
"01-GBC","/roms/01-GBC/95.gbc","炮灰部队","gbc"
"01-GBC","/roms/01-GBC/96.gbc","霹雳酷乐猫1","gbc"
"01-GBC","/roms/01-GBC/97.gbc","霹雳酷乐猫2","gbc"
"01-GBC","/roms/01-GBC/98.gbc","前线 下一个任务","gbc"
"01-GBC","/roms/01-GBC/99.gbc","青蛙过河2","gbc"
"01-GBC","/roms/01-GBC/100.gbc","热斗 超能勇士","gbc"
"01-GBC","/roms/01-GBC/101.gbc","热斗 拳皇99","gbc"
"01-GBC","/roms/01-GBC/102.gbc","忍者时代","gbc"
"01-GBC","/roms/01-GBC/103.gbc","塞尔达传说 大地之章","gbc"
"01-GBC","/roms/01-GBC/104.gbc","塞尔达传说 梦见岛DX","gbc"
"01-GBC","/roms/01-GBC/105.gbc","塞尔达传说 时空之章","gbc"
"01-GBC","/roms/01-GBC/106.gbc","三国志 傲视天下","gbc"
"01-GBC","/roms/01-GBC/107.gbc","三国志2 彩色版","gbc"
"01-GBC","/roms/01-GBC/108.gbc","桑塔","gbc"
"01-GBC","/roms/01-GBC/109.gbc","生化危机 最终逃亡","gbc"
"01-GBC","/roms/01-GBC/110.gbc","生化危机","gbc"
"01-GBC","/roms/01-GBC/111.gbc","首都高赛车","gbc"
"01-GBC","/roms/01-GBC/112.gbc","水浒神兽","gbc"
"01-GBC","/roms/01-GBC/113.gbc","四狂神战记 传说再现","gbc"
"01-GBC","/roms/01-GBC/114.gbc","松鼠库克历险记","gbc"
"01-GBC","/roms/01-GBC/115.gbc","唐老鸭嘎嘎叫大冒险","gbc"
"01-GBC","/roms/01-GBC/116.gbc","吞食天地1 赤壁之战","gbc"
"01-GBC","/roms/01-GBC/117.gbc","吞食天地2 真三国无双","gbc"
"01-GBC","/roms/01-GBC/118.gbc","瓦力欧大陆2","gbc"
"01-GBC","/roms/01-GBC/119.gbc","瓦力欧大陆3","gbc"
"01-GBC","/roms/01-GBC/120.gbc","玩具大脚车竞速","gbc"
"01-GBC","/roms/01-GBC/121.gbc","微软游戏合集","gbc"
"01-GBC","/roms/01-GBC/122.gbc","微型机器1&2","gbc"
"01-GBC","/roms/01-GBC/123.gbc","温迪 每个女巫的路","gbc"
"01-GBC","/roms/01-GBC/124.gbc","巫术帝国 复活之杖","gbc"
"01-GBC","/roms/01-GBC/125.gbc","无赖战士","gbc"
"01-GBC","/roms/01-GBC/126.gbc","武士小子","gbc"
"01-GBC","/roms/01-GBC/127.gbc","希魔复活","gbc"
"01-GBC","/roms/01-GBC/128.gbc","仙剑奇侠传","gbc"
"01-GBC","/roms/01-GBC/129.gbc","小恶魔","gbc"
"01-GBC","/roms/01-GBC/130.gbc","小鸡快跑","gbc"
"01-GBC","/roms/01-GBC/131.gbc","小魔怪","gbc"
"01-GBC","/roms/01-GBC/132.gbc","小熊维尼和跳跳虎","gbc"
"01-GBC","/roms/01-GBC/133.gbc","携带电兽 力量版","gbc"
"01-GBC","/roms/01-GBC/134.gbc","携带电兽 速度版","gbc"
"01-GBC","/roms/01-GBC/135.gbc","心跳回忆 旋律篇","gbc"
"01-GBC","/roms/01-GBC/136.gbc","心跳回忆 运动篇","gbc"
"01-GBC","/roms/01-GBC/137.gbc","辛普森一家 万圣节恐怖树屋","gbc"
"01-GBC","/roms/01-GBC/138.gbc","星海传说","gbc"
"01-GBC","/roms/01-GBC/139.gbc","星球大战1 竞速","gbc"
"01-GBC","/roms/01-GBC/140.gbc","星之卡比1 彩色修复版","gbc"
"01-GBC","/roms/01-GBC/141.gbc","幸运的卢克","gbc"
"01-GBC","/roms/01-GBC/142.gbc","异型战机DX","gbc"
"01-GBC","/roms/01-GBC/143.gbc","银河战士2","gbc"
"01-GBC","/roms/01-GBC/144.gbc","英雄无敌1","gbc"
"01-GBC","/roms/01-GBC/145.gbc","英雄无敌2","gbc"
"01-GBC","/roms/01-GBC/146.gbc","樱花大战 檄 花组入队!","gbc"
"01-GBC","/roms/01-GBC/147.gbc","勇者斗恶龙 怪兽篇1","gbc"
"01-GBC","/roms/01-GBC/148.gbc","勇者斗恶龙 怪兽篇2","gbc"
"01-GBC","/roms/01-GBC/149.gbc","勇者斗恶龙III","gbc"
"01-GBC","/roms/01-GBC/150.gbc","游戏王 怪兽胶囊","gbc"
"01-GBC","/roms/01-GBC/151.gbc","游戏王3 三圣战神降临","gbc"
"01-GBC","/roms/01-GBC/152.gbc","游戏王4 最强决斗者战记 城之内篇","gbc"
"01-GBC","/roms/01-GBC/153.gbc","游戏王4 最强决斗者战记 海马篇","gbc"
"01-GBC","/roms/01-GBC/154.gbc","游戏王4 最强决斗者战记 游戏篇","gbc"
"01-GBC","/roms/01-GBC/155.gbc","炸弹人MAX 暗之战士","gbc"
"01-GBC","/roms/01-GBC/156.gbc","炸弹人MAX 光之勇者","gbc"
"01-GBC","/roms/01-GBC/157.gbc","炸弹人口袋版","gbc"
"01-GBC","/roms/01-GBC/158.gbc","真女神转生恶魔之子 白之书","gbc"
"01-GBC","/roms/01-GBC/159.gbc","真女神转生恶魔之子 黑之书","gbc"
"01-GBC","/roms/01-GBC/160.gbc","真女神转生恶魔之子 红之书","gbc"
"01-GBC","/roms/01-GBC/161.gbc","指轮传奇","gbc"
"01-GBC","/roms/01-GBC/162.gbc","重装机兵","gbc"
"01-GBC","/roms/01-GBC/163.gbc","追踪H.Q. 秘密警察","gbc"
"01-GBC","/roms/01-GBC/164.gbc","啄木鸟伍迪赛车","gbc"
"01-GBC","/roms/01-GBC/165.gbc","自由式越野狂飙","gbc"
"02-GBA","/roms/02-GBA/1.gba","CT特种部队1","gba"
"02-GBA","/roms/02-GBA/2.gba","CT特种部队2","gba"
"02-GBA","/roms/02-GBA/3.gba","CT特种部队3","gba"
"02-GBA","/roms/02-GBA/4.gba","F1 2002","gba"
"02-GBA","/roms/02-GBA/5.gba","F-Zero 巅峰之战","gba"
"02-GBA","/roms/02-GBA/6.gba","GT3锦标赛","gba"
"02-GBA","/roms/02-GBA/7.gba","RPG制造","gba"
"02-GBA","/roms/02-GBA/8.gba","SD高达 G世纪","gba"
"02-GBA","/roms/02-GBA/9.gba","SD高达 力量","gba"
"02-GBA","/roms/02-GBA/10.gba","V拉力赛车3","gba"
"02-GBA","/roms/02-GBA/11.gba","Z.O.E.星域毁灭者 2173","gba"
"02-GBA","/roms/02-GBA/12.gba","阿滋漫画大王","gba"
"02-GBA","/roms/02-GBA/13.gba","艾莉与安丝的炼金工房","gba"
"02-GBA","/roms/02-GBA/14.gba","奥特曼警备队","gba"
"02-GBA","/roms/02-GBA/15.gba","班卓卡祖伊格兰蒂的复仇","gba"
"02-GBA","/roms/02-GBA/16.gba","宝贝龙 阴谋的本质与橙色古惑狼","gba"
"02-GBA","/roms/02-GBA/17.gba","暴力摩托","gba"
"02-GBA","/roms/02-GBA/18.gba","爆转陀螺 G点旋转","gba"
"02-GBA","/roms/02-GBA/19.gba","爆转陀螺","gba"
"02-GBA","/roms/02-GBA/20.gba","冰河世纪","gba"
"02-GBA","/roms/02-GBA/21.gba","波斯王子 时之沙","gba"
"02-GBA","/roms/02-GBA/22.gba","博德之门 黑暗联盟","gba"
"02-GBA","/roms/02-GBA/23.gba","彩虹六号","gba"
"02-GBA","/roms/02-GBA/24.gba","仓鼠天堂","gba"
"02-GBA","/roms/02-GBA/25.gba","超级躲避球","gba"
"02-GBA","/roms/02-GBA/26.gba","超级方块战士2","gba"
"02-GBA","/roms/02-GBA/27.gba","超级猴子球","gba"
"02-GBA","/roms/02-GBA/28.gba","超级火枪英雄","gba"
"02-GBA","/roms/02-GBA/29.gba","超级机器人大战A","gba"
"02-GBA","/roms/02-GBA/30.gba","超级机器人大战D","gba"
"02-GBA","/roms/02-GBA/31.gba","超级机器人大战J","gba"
"02-GBA","/roms/02-GBA/32.gba","超级机器人大战OG1","gba"
"02-GBA","/roms/02-GBA/33.gba","超级机器人大战OG2","gba"
"02-GBA","/roms/02-GBA/34.gba","超级机器人大战R","gba"
"02-GBA","/roms/02-GBA/35.gba","超级街头霸王2X","gba"
"02-GBA","/roms/02-GBA/36.gba","超级马里奥A1","gba"
"02-GBA","/roms/02-GBA/37.gba","超级马里奥A2","gba"
"02-GBA","/roms/02-GBA/38.gba","超级马里奥A3","gba"
"02-GBA","/roms/02-GBA/39.gba","超级马里奥A4","gba"
"02-GBA","/roms/02-GBA/40.gba","超级马里奥弹珠台","gba"
"02-GBA","/roms/02-GBA/41.gba","超级马里奥对大金刚","gba"
"02-GBA","/roms/02-GBA/42.gba","超级忍 复仇","gba"
"02-GBA","/roms/02-GBA/43.gba","超魔界村R","gba"
"02-GBA","/roms/02-GBA/44.gba","超人特攻队","gba"
"02-GBA","/roms/02-GBA/45.gba","超写真麻雀同窗会","gba"
"02-GBA","/roms/02-GBA/46.gba","车神3","gba"
"02-GBA","/roms/02-GBA/47.gba","沉默的狙击手","gba"
"02-GBA","/roms/02-GBA/48.gba","沉默的遗迹 四狂神战记","gba"
"02-GBA","/roms/02-GBA/49.gba","吃豆人精选集","gba"
"02-GBA","/roms/02-GBA/50.gba","吃豆小精灵世界","gba"
"02-GBA","/roms/02-GBA/51.gba","充填方块","gba"
"02-GBA","/roms/02-GBA/52.gba","纯情房东俏房客","gba"
"02-GBA","/roms/02-GBA/53.gba","打开天堂大门","gba"
"02-GBA","/roms/02-GBA/54.gba","打野鸡","gba"
"02-GBA","/roms/02-GBA/55.gba","大盗伍佑卫门 新世代出动","gba"
"02-GBA","/roms/02-GBA/56.gba","大金刚 摇摆之王","gba"
"02-GBA","/roms/02-GBA/57.gba","大战略GBA","gba"
"02-GBA","/roms/02-GBA/58.gba","地球冒险1+2","gba"
"02-GBA","/roms/02-GBA/59.gba","地球冒险3","gba"
"02-GBA","/roms/02-GBA/60.gba","迪士尼 全明星体育系列之摩托车","gba"
"02-GBA","/roms/02-GBA/61.gba","迪士尼 星际宝贝","gba"
"02-GBA","/roms/02-GBA/62.gba","第一神拳 格斗赛","gba"
"02-GBA","/roms/02-GBA/63.gba","电梯大战","gba"
"02-GBA","/roms/02-GBA/64.gba","动物管理员","gba"
"02-GBA","/roms/02-GBA/65.gba","动物横町 心跳心跳救出大作战","gba"
"02-GBA","/roms/02-GBA/66.gba","都市的雪人","gba"
"02-GBA","/roms/02-GBA/67.gba","断剑 圣堂武士之迷","gba"
"02-GBA","/roms/02-GBA/68.gba","多卡波王国Q","gba"
"02-GBA","/roms/02-GBA/69.gba","恶灵骑士","gba"
"02-GBA","/roms/02-GBA/70.gba","恶魔城 紫霞竞技长廊2 夜月终章曲1.1","gba"
"02-GBA","/roms/02-GBA/71.gba","恶魔城1 三饶传奇","gba"
"02-GBA","/roms/02-GBA/72.gba","恶魔城1 月之轮回","gba"
"02-GBA","/roms/02-GBA/73.gba","恶魔城2 白夜协奏曲","gba"
"02-GBA","/roms/02-GBA/74.gba","恶魔城3 玛利亚之章","gba"
"02-GBA","/roms/02-GBA/75.gba","恶魔城3 晓月圆舞曲","gba"
"02-GBA","/roms/02-GBA/76.gba","恶魔城3 晓月圆舞曲改版","gba"
"02-GBA","/roms/02-GBA/77.gba","番茄酱王国大冒险","gba"
"02-GBA","/roms/02-GBA/78.gba","范海辛","gba"
"02-GBA","/roms/02-GBA/79.gba","风之克罗诺亚1 梦之帝国","gba"
"02-GBA","/roms/02-GBA/80.gba","风之克罗诺亚2 梦之锦标赛","gba"
"02-GBA","/roms/02-GBA/81.gba","疯狂大脚车","gba"
"02-GBA","/roms/02-GBA/82.gba","疯狂驾驶员","gba"
"02-GBA","/roms/02-GBA/83.gba","蜂巢","gba"
"02-GBA","/roms/02-GBA/84.gba","钢铁帝国","gba"
"02-GBA","/roms/02-GBA/85.gba","钢之炼金术师 回忆之奏鸣曲","gba"
"02-GBA","/roms/02-GBA/86.gba","钢之炼金术师 迷走的轮舞曲","gba"
"02-GBA","/roms/02-GBA/87.gba","高达Seed Destiny","gba"
"02-GBA","/roms/02-GBA/88.gba","高达Seed 战场上的朋友与你","gba"
"02-GBA","/roms/02-GBA/89.gba","高达Seed 战斗突击","gba"
"02-GBA","/roms/02-GBA/90.gba","高级战争1","gba"
"02-GBA","/roms/02-GBA/91.gba","高级战争2 Sami强化版","gba"
"02-GBA","/roms/02-GBA/92.gba","高级战争2","gba"
"02-GBA","/roms/02-GBA/93.gba","高速改装赛车","gba"
"02-GBA","/roms/02-GBA/94.gba","公路之旅 变速齿轮","gba"
"02-GBA","/roms/02-GBA/95.gba","公主同盟","gba"
"02-GBA","/roms/02-GBA/96.gba","咕噜咕噜火箭","gba"
"02-GBA","/roms/02-GBA/97.gba","咕噜咕噜转转棒","gba"
"02-GBA","/roms/02-GBA/98.gba","古惑狼 暴跳的罗彼德与紫色宝贝龙","gba"
"02-GBA","/roms/02-GBA/99.gba","古惑狼 泰坦","gba"
"02-GBA","/roms/02-GBA/100.gba","古惑狼1","gba"
"02-GBA","/roms/02-GBA/101.gba","古惑狼2","gba"
"02-GBA","/roms/02-GBA/102.gba","古惑狼赛车","gba"
"02-GBA","/roms/02-GBA/103.gba","古墓丽影 初代移植版","gba"
"02-GBA","/roms/02-GBA/104.gba","古墓丽影 传奇","gba"
